,recipe_title,총합_에너지(kcal),총합_수분(g),총합_단백질(g),총합_지방(g),총합_회분(g),총합_탄수화물(g),총합_당류(g),총합_식이섬유(g),총합_칼슘(mg),총합_철(mg),총합_인(mg),총합_칼륨(mg),총합_나트륨(mg),총합_비타민a(μg rae),총합_레티놀(μg),총합_베타카로틴(μg),총합_티아민(mg),총합_리보플라빈(mg),총합_니아신(mg),총합_비타민c(mg),총합_비타민d(μg),총합_콜레스테롤(mg),총합_포화지방산(g),총합_트랜스지방산(g),총합_폐기율(%)
1566,입맛 살리는 비빔밥,481.0,592.6,28.76,21.7,5.35,51.64,4.16,6.9,245.0,8.98,816.0,1139.0,161.0,371.0,295.0,916.0,0.85,1.221,3.67,40.3,0.0,0.0,0.18,0.0,23.0
1567,아몬드 썬베이 / 통밀 썬베이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,복숭아만주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,"나물 반찬으로 뚝딱, 비빔밥",191.4,303.99,14.707,4.471,4.531,32.271,7.218,13.21,65.4,3.507,253.6,1247.3,74.6,205.2,0.0,2455.9,0.382,1.006,3.943,38.98,0.0,0.0,0.479,0.015,0.0
1570,꼬시레기무침,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,중국식 오이무침,291.5,197.0,5.941,2.609,6.942,67.572,50.558,12.91,120.75,3.458,149.05,1132.85,1996.6,214.2,0.0,2576.9,0.209,0.72,2.929,6.8,0.0,0.0,0.464,0.015,0.0
1572,콜라비 깍두기,236.2,193.385,10.294,5.14,9.289,46.892,13.57,27.42,138.85,4.794,291.2,2154.85,2002.4,370.4,0.0,4441.8,1.898,1.365,5.338,0.0,0.0,0.0,0.928,0.03,2.0
1573,단감 깍두기,47.85,1.875,1.993,1.26,0.779,9.093,2.617,5.655,11.85,0.733,51.3,381.15,1.95,92.1,0.0,1104.45,0.064,0.324,1.264,0.0,0.0,0.0,0.222,0.008,0.0
1574,더덕생채 l 한식자격증실기 l 시험시간 20분,120.45,6.855,3.819,4.53,5.862,18.935,8.238,7.69,87.25,3.312,106.45,539.65,1994.05,122.8,0.0,1472.6,0.117,0.441,1.705,0.08,0.0,0.0,0.298,0.01,0.0
1575,아삭한 오이지,1049.55,4.11,0.288,14.986,0.49,235.149,222.84,0.0,121.65,1.918,17.25,234.0,45.6,0.15,0.0,1.65,0.0,0.01,0.0,0.0,0.0,0.0,2.198,0.044,0.0
1576,치킨무 만들기 #18 아삭아삭한 치킨무 함께 만들어봐요!,1010.3,627.065,3.733,1.218,6.685,256.583,234.865,9.1,246.15,3.756,132.4,1109.35,2069.3,0.0,0.0,0.0,0.0,0.0,1.235,54.6,0.0,0.0,0.065,0.0,0.0
1577,맛있는 전통 간식 : 들깨강정 / GANGJEONG with Perilla seeds,276.2,219.925,17.021,14.276,4.975,28.804,4.642,11.75,672.1,6.924,295.75,1274.6,4.0,1502.5,0.0,18017.5,0.962,1.074,5.375,2.75,0.0,0.0,0.225,0.0,7.8
1578,여름엔 상큼아삭 식감대잔치 열무비빔밥이지!,412.65,0.09,0.0,44.816,0.032,0.063,0.0,0.0,19.35,0.788,44.55,25.2,7.2,0.45,0.0,4.95,0.0,0.032,0.0,0.0,0.0,0.0,6.592,0.13,0.0
1579,양푼이 상추비빔밥 레시피!,291.9,64.67,1.26,30.297,0.931,2.842,0.0,0.0,137.5,0.875,83.6,178.5,76.2,38.1,0.0,459.7,0.119,0.196,0.28,27.3,0.0,0.0,4.395,0.087,0.0
1580,크래미유부초밥 이렇게 먹으니 더 맛있네요~,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,5단계로 만드는 간단 ver. 백종원 잡채,1436.2,106.03,2.316,62.7,1.442,217.515,29.955,2.4,128.2,2.537,207.7,422.8,29.0,0.6,0.0,6.6,0.13,0.052,0.28,3.8,0.0,0.0,8.81,0.174,12.0
1582,"추석음식, 부추겉절이로 더 맛있게 즐기는 법",69.9,40.635,3.202,1.406,1.126,13.618,3.441,6.555,26.7,0.904,78.3,523.95,31.8,119.4,0.0,1433.25,0.093,0.362,1.34,4.8,0.0,0.0,0.244,0.008,0.0
1583,숙주나물 만들기,217.55,474.03,9.8,15.488,1.16,14.521,0.0,8.5,86.45,1.862,169.85,418.4,22.4,10.15,0.0,121.65,0.25,0.526,1.0,25.0,0.0,0.0,2.398,0.044,0.0
1584,"제철음식.밑반찬으로도 좋은 가죽순장떡,",91.3,173.53,8.04,2.433,3.91,27.089,0.061,0.72,27.1,1.688,99.2,562.95,784.8,0.15,0.0,1.05,0.186,0.568,4.102,0.0,0.0,0.0,0.152,0.003,0.0
1585,달걀말이밥 - 계란에 돌돌 치즈계란말이밥,12.0,95.4,0.36,0.05,1.77,2.42,0.55,2.1,21.0,0.16,8.0,42.0,637.0,0.0,0.0,0.0,0.01,0.015,0.17,18.4,0.0,0.0,0.02,0.0,0.0
1586,팬시김밥 도시락,999.0,126.0,43.2,60.9,4.8,65.1,0.0,0.0,366.0,16.8,1497.0,195.0,414.0,885.0,885.0,0.0,1.02,2.28,1.5,0.0,0.0,0.0,0.0,0.0,0.0
1587,채소 치즈밥전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,한국대표음식 떡갈비구이,147.75,21.21,1.776,14.948,6.314,0.762,0.087,0.12,18.15,0.46,51.15,205.5,2402.1,0.15,0.0,1.65,0.042,0.043,0.261,0.0,0.0,0.0,2.198,0.044,0.0
1589,명절음식활용4: 튀김&동그랑땡 강정,5.1,10.59,0.888,0.004,3.152,0.37,0.044,0.06,5.85,0.099,18.15,98.55,1199.85,0.0,0.0,0.0,0.021,0.016,0.13,0.0,0.0,0.0,0.0,0.0,0.0
1590,"추석, 차례상에 빠지지 않는 쇠고기 꼬지와 산적",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591,달콤한 데리야끼 햄 초밥,15.3,31.77,2.664,0.014,9.455,1.112,0.13,0.18,17.55,0.297,54.45,295.65,3599.55,0.0,0.0,0.0,0.063,0.049,0.392,0.0,0.0,0.0,0.0,0.0,0.0
1592,한그릇요리 명란요리 별미 명란떡국/명란젓떡국,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1593,사골육수 활용한 소고기 떡국 만들기!,439.1,70.26,21.44,37.727,0.931,0.042,0.0,0.0,16.9,3.295,203.7,325.8,57.8,6.3,6.0,3.3,0.05,0.098,4.03,1.1,0.58,51.5,7.535,0.267,0.0
1594,[만둣국 끓이는 법]맑은 국물요리 멸치육수 만두국,70.0,164.8,6.0,1.4,1.8,26.0,0.0,0.0,10.0,1.2,68.0,492.0,12.0,0.0,0.0,0.0,0.12,0.54,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,[무드앤쿡#.29] 고기는 언제나 옳은데 달짝지근하게 간장에 졸이면 더 옳다! 쉬운 레시피 <부타동>,40.0,39.8,1.14,1.27,0.37,7.42,1.05,0.0,3.0,0.24,28.0,166.5,0.0,0.0,0.0,0.0,0.065,0.005,0.14,1.9,0.0,0.0,0.01,0.0,6.0
1596,가지튀김~가지조림덮밥 만들기,43.1,104.675,1.894,0.106,3.661,9.669,6.626,3.46,25.25,0.454,45.2,282.25,1201.75,10.0,0.0,125.0,0.041,0.102,0.46,0.0,0.0,0.0,0.03,0.0,0.0
1597,명절음식의 느낌함을 달래줄 꽃게전탕,23.55,23.1,2.12,1.06,2.15,1.58,0.339,0.93,19.95,0.505,34.2,91.2,773.85,0.15,0.0,1.05,0.066,0.028,0.13,1.26,0.0,0.0,0.153,0.003,0.0
1598,명절 음식 전으로 만든 얼큰한 전찌개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,불닭전찌개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,봄나물 비빔밥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,전을 이용한 전찌개,108.1,182.99,4.948,2.694,4.361,20.01,4.774,1.66,35.85,1.399,104.15,612.55,1199.85,23.0,0.0,277.0,0.221,0.12,0.55,7.4,0.0,0.0,0.09,0.0,40.0
1602,꼬막비빔밥,301.35,20.22,10.874,6.308,7.074,60.531,27.058,28.335,72.3,3.87,274.8,2018.4,1212.3,460.5,0.0,5522.25,0.344,1.636,6.453,0.0,0.0,0.0,1.11,0.038,0.0
1603,마약김밥 만들기,64.575,11.002,2.273,1.707,3.556,11.466,7.42,2.895,38.175,0.958,96.3,175.35,1201.275,0.3,0.0,3.375,0.05,0.07,0.394,0.278,0.0,0.0,0.098,0.004,0.0
1604,가무잡잡한 것이 매력~~약밥~~,8629.78,978.691,150.18,156.93,67.1,1754.967,716.892,224.73,872.219,38.538,4024.15,18122.799,4846.22,125.1,0.0,1371.3,9.683,11.542,26.352,345.6,0.0,0.0,11.262,0.255,480.0
1605,"설날 한국식 마늘요리~대추,인삼,밤,호두,마늘 조림~^^",3505.5,676.805,58.464,23.254,28.089,813.388,366.872,116.82,507.55,19.163,1469.35,9522.15,128.2,42.15,0.0,416.65,5.948,5.945,15.262,195.1,0.0,0.0,2.58,0.06,302.0
1606,추석음식 전복초 만드는 법,129.3,32.28,2.7,0.02,9.515,30.502,27.986,0.18,31.95,0.504,54.75,323.85,3604.95,0.0,0.0,0.0,0.063,0.049,0.392,0.0,0.0,0.0,0.0,0.0,0.0
1607,김치참치고추장떡 만들기,10.65,4.365,1.02,0.517,1.055,0.544,0.031,0.36,8.55,0.244,15.6,35.475,386.4,0.075,0.0,0.525,0.033,0.014,0.051,0.0,0.0,0.0,0.076,0.002,0.0
1608,초간단 애호박 구이 양념무침,137.55,0.03,0.0,14.938,0.01,0.021,0.0,0.0,6.45,0.262,14.85,8.4,2.4,0.15,0.0,1.65,0.0,0.01,0.0,0.0,0.0,0.0,2.198,0.044,0.0
1609,"오이부추무침 만드는법 , 아삭아삭하니 맛있어요",176.7,146.505,5.72,2.738,2.212,37.836,21.777,12.86,87.4,1.885,140.75,1072.9,8.6,244.7,0.0,2940.9,0.189,0.738,2.759,11.0,0.0,0.0,0.479,0.015,0.0
1610,"초간단 시금치무침, 영양 가득 집반찬",235.95,268.185,12.36,16.588,17.816,15.021,0.0,9.9,394.8,14.572,212.85,1407.15,5989.2,1041.15,0.0,12484.65,0.27,0.436,0.24,127.2,0.0,0.0,2.468,0.044,0.0
1611,숙주나물무침 만들기/숙주나물 데치기/숙주요리,207.525,0.472,0.0,22.408,6.788,0.332,0.0,0.0,20.85,2.374,22.275,21.975,2974.5,0.225,0.0,2.475,0.0,0.016,0.0,0.0,0.0,0.0,3.296,0.065,0.0
1612,보랏빛 여름 별미~ 말캉말캉 고소한 가지나물,213.55,376.03,4.0,15.338,2.01,17.621,7.76,13.6,74.45,1.542,122.85,724.4,6.4,40.15,0.0,501.65,0.08,0.354,1.32,0.0,0.0,0.0,2.318,0.044,0.0
1613,간단한 '김 두부무침 '으로 특별한 한끼를!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,향이 좋은 부추무침 만드는법,319.125,78.598,3.456,22.601,9.75,25.591,21.867,0.93,60.525,0.981,91.95,464.9,3607.2,45.725,0.0,550.475,0.083,0.119,0.422,7.6,0.0,0.0,3.321,0.065,0.0
1615,어묵 콩나물무침 두가지반찬을 동시에~,218.55,273.33,12.6,17.638,3.31,8.121,0.0,0.0,36.45,2.062,152.85,422.4,17.4,3.15,0.0,28.65,0.27,0.49,1.5,51.0,0.0,0.0,2.198,0.044,0.0
1616,풋마늘 무침.(봄철 밥도둑 반찬),135.85,270.01,5.46,5.85,1.834,21.847,6.93,10.2,218.15,1.168,115.95,674.8,6.8,276.05,0.0,3294.55,0.06,0.36,1.26,29.1,0.0,0.0,0.943,0.014,0.0
1617,무생채 만드는 법,241.2,387.332,6.134,3.245,2.642,53.309,33.526,16.91,110.5,2.102,182.825,1323.45,35.95,184.2,0.0,2208.9,0.129,0.648,3.289,33.6,0.0,0.0,0.484,0.015,0.0
1618,?유채나물무침 만들기 된장무침으로 맛있는 유채나물,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,상큼하게 입맛 돋우는 밥도둑 봄동 겉절이.,47.85,1.875,1.993,1.26,0.779,9.093,2.617,5.655,11.85,0.733,51.3,381.15,1.95,92.1,0.0,1104.45,0.064,0.324,1.264,0.0,0.0,0.0,0.222,0.008,0.0
1620,들깨가루시금치무침,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,입맛없을때 식욕 확 살려주는 밥도둑 고춧잎무침,206.253,7.704,2.443,16.202,9.146,14.009,6.818,5.685,34.56,3.057,75.27,452.431,3575.985,92.25,0.0,1106.1,0.075,0.343,1.33,0.0,0.0,0.0,2.419,0.051,0.0
1622,오이어묵초무침:초간단 반찬..우리 제법 잘 어울려요,107.7,99.85,4.937,2.56,1.947,20.736,7.005,12.11,57.7,1.647,125.6,923.3,5.9,199.2,0.0,2392.9,0.169,0.684,2.729,3.4,0.0,0.0,0.454,0.015,0.0
1623,오이무침 만드는법,17.1,106.69,1.838,0.044,3.542,2.92,1.814,0.86,39.85,0.279,41.15,259.55,1201.85,15.0,0.0,184.0,0.061,0.052,0.33,3.4,0.0,0.0,0.01,0.0,0.0
1624,가지찜 무침 만드는 법,337.2,292.65,3.888,30.182,4.672,13.612,5.864,10.26,69.75,1.584,128.85,652.35,1207.65,30.3,0.0,378.3,0.081,0.295,1.12,0.0,0.0,0.0,4.485,0.087,0.0
1625,초간단 미나리샐러드 만드는법- 딸에게# ~미나리무침,243.97,197.189,2.706,15.266,6.378,25.467,16.831,6.26,90.48,1.573,131.15,657.55,2009.19,52.15,0.0,617.65,0.041,0.213,0.85,3.8,0.0,0.0,2.278,0.044,0.0
1626,꽈리고추찜무침~간단밑반찬,156.55,0.115,0.006,14.939,0.021,4.92,4.642,0.0,8.85,0.297,14.9,13.1,3.3,0.15,0.0,1.65,0.0,0.01,0.0,0.0,0.0,0.0,2.198,0.044,0.0
1627,오징어 오이무침,116.85,98.23,2.961,1.303,1.199,26.338,18.315,6.455,53.05,1.017,74.45,556.25,6.65,107.1,0.0,1288.45,0.105,0.36,1.464,3.4,0.0,0.0,0.232,0.008,0.0
1628,느타리버섯부추무침,286.35,241.17,13.44,17.638,6.354,31.382,6.123,12.12,62.5,4.164,364.6,1620.75,1224.15,229.85,0.0,2758.55,0.79,0.949,5.089,9.6,0.0,0.0,2.666,0.058,46.0
1629,오독오독 씹히는 맛이 개운한 오이지무침,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,단무지무침 만드는법 오독오독 맛깔밑반찬,73.3,47.035,1.554,5.475,0.498,5.438,2.188,2.685,18.1,0.742,37.05,220.35,1.45,42.25,0.0,507.2,0.057,0.158,0.492,1.8,0.0,0.0,0.842,0.017,14.0
1631,쉽고 간단한 반찬 쪽파 김무침 만들기(초간단 쪽파요리),15.95,0.625,0.664,0.42,0.26,3.031,0.872,1.885,3.95,0.244,17.1,127.05,0.65,30.7,0.0,368.15,0.022,0.108,0.422,0.0,0.0,0.0,0.074,0.003,0.0
1632,오이무침 - 간단 반찬 만들기,364.5,198.965,7.898,18.802,16.701,47.695,25.32,18.565,139.55,6.886,214.9,1506.7,5956.75,306.45,0.0,3683.0,0.274,1.054,4.194,6.8,0.0,0.0,2.883,0.066,0.0
1633,아삭이고추 된장무침만드는법- 딸에게# 견과류듬뿍~,93.4,21.11,4.33,7.06,4.294,3.212,0.228,1.59,36.8,1.092,73.35,165.2,1556.35,0.35,0.0,2.65,0.138,0.061,0.223,0.08,0.0,0.0,1.038,0.02,0.0
1634,무말랭이무침 꼬들꼬들 맛있는반찬,127.2,4.88,5.436,0.12,3.428,26.136,7.964,11.28,137.6,2.072,123.2,1243.2,121.2,0.4,0.0,6.8,0.232,0.105,1.052,24.56,0.0,0.0,0.06,0.008,0.0
1635,짜사이무침 /중국채소 장아찌 무치는법,469.1,80.17,2.316,32.423,0.821,44.273,29.955,0.0,33.3,1.212,86.0,378.0,10.2,0.3,0.0,3.3,0.13,0.031,0.28,3.8,0.0,0.0,4.415,0.087,12.0
1636,"양파김치 보다 더욱 간단한 양파무침(밑반찬, 밥반찬)",95.7,3.75,3.987,2.52,1.557,18.186,5.235,11.31,23.7,1.467,102.6,762.3,3.9,184.2,0.0,2208.9,0.129,0.648,2.529,0.0,0.0,0.0,0.444,0.015,0.0
1637,봄동 겉절이,281.1,5.655,5.98,18.718,2.346,27.3,7.852,16.965,42.0,2.463,168.75,1151.85,8.25,276.45,0.0,3315.0,0.194,0.982,3.794,0.0,0.0,0.0,2.863,0.066,0.0
1638,고춧잎나물 맛있게 만드는법,47.85,1.875,1.993,1.26,0.779,9.093,2.617,5.655,11.85,0.733,51.3,381.15,1.95,92.1,0.0,1104.45,0.064,0.324,1.264,0.0,0.0,0.0,0.222,0.008,0.0
1639,아삭아삭 시원한 오이부추무침 맛있게 만들기 (no 액젓),230.45,159.255,8.602,4.003,10.657,47.5,24.438,18.575,112.55,4.038,210.2,1558.85,3191.0,336.8,0.0,4045.35,0.274,1.078,4.154,11.0,0.0,0.0,0.701,0.023,0.0
1640,고구마줄기된장무침♡ 입맛이 살아나요^^,158.85,8.76,2.04,15.972,2.121,1.11,0.061,0.72,23.55,0.75,46.05,79.35,775.2,0.3,0.0,2.7,0.066,0.038,0.102,0.0,0.0,0.0,2.349,0.046,0.0
1641,우리집 밥도둑!집나간 입맛도 돌아올만한 ‘고추장아찌무침’ 달큰 개운한 양념장 황금 레시피^^,523.5,59.475,5.055,47.547,1.884,21.066,6.813,12.27,71.85,4.38,197.55,911.4,9.3,200.25,0.0,2401.65,0.171,0.732,2.613,2.16,0.0,0.0,3.919,0.2,16.8
1642,밥솥 청경채 무침,190.8,283.725,7.77,15.939,30.855,6.78,0.87,0.9,538.95,16.407,181.65,1359.0,12020.4,705.75,0.0,8480.85,0.54,0.432,1.71,105.3,0.0,0.0,1.234,0.061,0.0
1643,고추장 시금치무침(제철 밑반찬),224.34,360.378,20.467,4.72,10.849,37.546,5.235,24.51,517.66,16.323,366.6,2607.3,1648.38,1572.2,0.0,18852.9,0.489,1.216,2.849,169.6,0.0,0.0,0.804,0.015,0.0
1644,가지버섯무침,194.55,282.03,3.0,15.238,1.51,13.221,5.82,10.2,57.45,1.222,95.85,545.4,5.4,30.15,0.0,376.65,0.06,0.268,0.99,0.0,0.0,0.0,2.287,0.044,0.0
1645,국민반찬 단무지무침~이보다 간단할 순 없다!,74.9,192.135,2.055,0.941,4.069,15.801,7.488,7.97,52.3,0.843,50.25,342.8,1276.2,61.4,0.0,736.3,0.063,0.246,1.183,36.8,0.0,0.0,0.188,0.005,0.0
1646,"겨울 제철, 바다 내음 가득한 물김 무침",185.4,1.905,1.993,16.198,0.789,9.114,2.617,5.655,18.3,0.996,66.15,389.55,4.35,92.25,0.0,1106.1,0.064,0.334,1.264,0.0,0.0,0.0,2.419,0.051,0.0
1647,빨간 콩나물 무침 : 콩나물 영양도 몽땅 챙기는 초간단 저수분 레시피,81.0,273.3,12.6,2.7,3.3,8.1,0.0,0.0,30.0,1.8,138.0,414.0,15.0,3.0,0.0,27.0,0.27,0.48,1.5,51.0,0.0,0.0,0.0,0.0,0.0
1648,[봄동된장무침] 구수한맛이 일품인 조물조물 무쳐낸 '봄동된장무침',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,쉽고 간단한 시금치 겉절이,84.4,106.925,4.944,5.653,1.709,5.76,0.0,3.96,150.15,4.409,87.75,556.5,18.6,416.65,0.0,4996.15,0.108,0.173,0.096,50.88,0.0,0.0,0.49,0.02,0.0
1650,남편을 위한 우리 집 밑반찬 4가지,553.2,253.255,10.203,47.162,3.614,25.791,5.1,12.905,235.9,6.996,250.85,1354.35,98.35,613.05,0.0,7350.9,0.233,0.58,1.688,72.48,0.0,0.0,6.974,0.138,0.0
1651,콩나물 삶지 말고 아삭하고 탱탱하게 만드는 콩나물무침,182.55,459.04,21.296,9.481,6.554,13.63,0.014,0.02,54.1,3.12,241.0,725.65,425.75,5.05,0.0,45.55,0.457,0.809,2.544,85.0,0.0,0.0,0.732,0.014,0.0
1652,아삭하고 구수한 청경채 들깨무침,3020.4,16920.87,466.2,72.579,238.56,335.4,52.2,54.0,29013.6,465.567,9385.65,78512.25,14043.6,42300.75,0.0,508328.85,32.4,25.389,102.6,6318.0,0.0,0.0,6.544,0.061,0.0
1653,참치캔 요리/ 참치캔 맛있게 먹는 법 아세요? ^^* 칼칼하게 고소하게 무침해요.,0.32,0.114,0.0,0.0,1.806,0.08,0.0,0.0,2.98,0.528,0.0,2.5,792.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,쉬운 굴 요리 새콤하게 먹는 굴 초무침 만드는 법,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,"쥐포무침, 초간단 밑반찬, 매콤달콤 쥐포무침",409.05,22.08,1.674,29.928,3.44,32.886,28.215,0.51,34.5,0.921,66.15,205.05,1239.9,0.3,0.0,3.3,0.038,0.043,0.188,0.24,0.0,0.0,4.402,0.087,0.0
1656,<봄나물>미나리나물무침!,280.2,374.755,9.03,17.65,8.655,24.91,5.72,12.4,510.35,8.18,388.0,1074.25,2004.6,104.0,0.0,1232.0,0.193,0.414,1.44,7.6,0.0,0.0,0.16,0.0,0.0
1657,"기침 & 재채기 하면 눈치 보이는 요즘, 기관지 건강 책임지는 매콤한 도라지무침 만들기!",194.55,0.285,0.018,14.942,0.04,14.716,13.927,0.0,13.65,0.366,15.0,22.5,5.1,0.15,0.0,1.65,0.0,0.01,0.0,0.0,0.0,0.0,2.198,0.044,0.0
1658,초간단반찬 _ 오이고추 된장무침,67.15,8.74,2.04,6.013,2.114,1.096,0.061,0.72,19.25,0.575,36.15,73.75,773.6,0.2,0.0,1.6,0.066,0.031,0.102,0.0,0.0,0.0,0.884,0.017,0.0
1659,"취나물무침 만드는 법, 향긋한 봄나물요리로 잠들어 있던 입맛을 깨워주세요 :)",380.425,137.56,10.555,32.465,1.682,15.238,0.0,11.36,450.725,7.164,222.275,150.2,11.6,422.625,0.0,5063.275,0.076,0.211,0.704,0.0,0.0,0.0,3.52,0.065,0.0
1660,씀바귀 무침 씀바귀겉절이 쌉싸름한 봄철 나물,233.95,178.36,6.917,6.106,1.82,41.797,12.855,12.57,82.65,4.031,184.35,679.3,8.7,63.65,0.0,754.45,0.175,0.618,2.031,9.46,0.0,0.0,0.968,0.02,0.0
1661,"두가지 양념으로 무친 단배추 나물, 단배추 무침",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,물컹거리지 않는 가지나물 레시피,247.4,480.95,5.75,15.479,2.718,25.104,10.016,17.45,92.8,1.953,167.85,964.9,37.25,50.15,0.0,626.65,0.116,0.446,1.707,0.24,0.0,0.0,2.355,0.044,0.0
1663,마늘쫑 고추장 무침,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,"가을무로 오독오독 맛있게 무생채 (Shreded White Radish) 만들기, 제철 가을무로 만들어요!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,콩나물무침 밑반찬 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,<비건레시피> 당근 김치 당근채 무침,66.75,92.195,1.64,0.551,5.474,15.14,7.905,4.485,38.8,1.839,56.15,404.0,1998.15,329.7,0.0,3950.15,0.052,0.16,1.272,0.0,0.0,0.0,0.104,0.003,0.0
1667,세발나물초무침 상큼상큼,46.0,184.0,4.58,0.56,2.46,8.4,0.0,7.6,206.0,1.64,90.0,446.0,498.0,686.0,0.0,8220.0,0.64,0.194,0.5,5.6,0.0,0.0,0.1,0.0,0.0
1668,하얀콩나물무침 간단반찬,81.64,273.528,12.6,2.7,6.912,8.26,0.0,0.0,35.96,2.856,138.0,419.0,1599.48,3.0,0.0,27.0,0.27,0.48,1.5,51.0,0.0,0.0,0.0,0.0,0.0
1669,새콤달콤 오이쑥갓무침,33.0,188.9,3.05,0.34,1.39,6.35,1.77,3.7,143.0,0.8,66.0,416.0,137.0,286.0,0.0,3435.0,0.05,0.095,0.33,8.9,0.0,0.0,0.06,0.0,0.0
1670,달래무침 5분이면 완성,257.7,289.042,7.041,15.607,7.093,26.224,11.409,8.79,204.825,10.993,174.15,868.275,1824.525,291.15,0.0,3487.65,0.212,0.305,2.626,0.0,0.0,0.0,2.407,0.044,18.0
1671,맛없는 무로 맛있게 무생채 만들기,105.49,2.358,2.011,1.263,4.421,23.948,16.545,5.655,25.01,1.893,51.45,400.25,1589.13,92.1,0.0,1104.45,0.064,0.324,1.264,0.0,0.0,0.0,0.222,0.008,0.0
1672,반건조오징어 넣은 무말랭이무침 레시피 - 자꾸만 집어먹게 되는 밥도둑 밑반찬,772.35,16.4,21.471,39.463,10.823,86.843,25.145,41.625,508.7,8.13,545.6,3955.95,312.0,185.65,0.0,2231.15,0.762,1.37,5.722,61.4,0.0,0.0,6.054,0.131,0.0
