recipe_title,recipe_ingredients,ingredient1,quantity1,unit1,ingredient2,quantity2,unit2,ingredient3,quantity3,unit3,ingredient4,quantity4,unit4,ingredient5,quantity5,unit5,ingredient6,quantity6,unit6,ingredient7,quantity7,unit7,ingredient8,quantity8,unit8,ingredient9,quantity9,unit9,ingredient10,quantity10,unit10,ingredient11,quantity11,unit11,ingredient12,quantity12,unit12,ingredient13,quantity13,unit13,ingredient14,quantity14,unit14,ingredient15,quantity15,unit15,ingredient16,quantity16,unit16,ingredient17,quantity17,unit17,ingredient18,quantity18,unit18,ingredient19,quantity19,unit19,ingredient20,quantity20,unit20
어묵 숙주 볶음 만들기 (간단한 요리 레시피 : 밥반찬),"{'재료': ['재료(1~2인분):숙주1봉지(250g)', '어묵2주먹정도(사각어묵3장정도)', '마늘3알', '쪽파2줄(1T)', '굴소스1+1/2~2T', '식용유1~2T']}",재료,,,어묵,2,주먹정도,마늘,3,알,쪽파,2,줄,굴소스,1+1/2~2,T,식용유,1~2,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애호박새우젓볶음 아이도 잘먹는 반찬♡,"{'재료': ['애호박', '양파', '마늘', '간장', '새우젓']}",애호박,,,양파,,,마늘,,,간장,,,새우젓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마늘쫑 어묵볶음 밑반찬 레시피 소개합니다.,"{'재료': ['마늘쫑', '어묵', '간장', '올리고당', '기름', '통깨']}",마늘쫑,,,어묵,,,간장,,,올리고당,,,기름,,,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
실패없는 밑반찬 가성비최고! 원조 밥도둑 등장! - 간장 어묵볶음,"{'재료': ['어묵1봉지', '양파1/2개', '마늘1T', '대파1/2C', '올리고당1~2T', '맛간장2T', '깨소금약간', '청양고추옵션']}",어묵,1,봉지,양파,1/2,개,마늘,1,T,대파,1/2,C,올리고당,1~2,T,맛간장,2,T,깨소금약간,,,청양고추옵션,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아삭한 별미 중화풍 청경채볶음 레시피,"{'재료': ['돼지고기목살슬라이스150g', '청경채200g', '청양고추1개', '고추기름2T', '깨1t', '참기름1/2T'], ' 양념장 재료 ': ['굴소스2T', '간장2T', '두반장1/2T', '다진마늘1T', '맛술1T'], ' 물녹말 ': ['전분1T', '물2T']}",돼지고기목살슬라이스,150,g,청경채,200,g,청양고추,1,개,고추기름,2,T,깨,1,t,참기름,1/2,T,굴소스,2,T,간장,2,T,두반장,1/2,T,다진마늘,1,T,맛술,1,T,전분,1,T,물,2,T,,,,,,,,,,,,,,,,,,,,,
"느타리버섯 볶음, 들깨가 들어가서 고소함이 가득!","{'재료': ['느타리버섯', '소금', '후추', '들깨', '양파']}",느타리버섯,,,소금,,,후추,,,들깨,,,양파,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#쏘야볶음 [비엔나소세지볶음],"{'재료': ['비엔나소세지300g', '당근', '양파', '노란파프리카'], '양념': ['고추장2T', '케찹4T', '설탕2T', '물엿3T', '후추가루약간']}",비엔나소세지,300,g,당근,,,양파,,,노란파프리카,,,고추장,2,T,케찹,4,T,설탕,2,T,물엿,3,T,후추가루약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"소세지야채볶음 
(간단반찬, 어린이반찬, 술안주)","{'재료': ['소세지240g', '양파1/2개'], '양념': ['케첩2스푼', '굴소스1스푼', '고추장1스푼', '올리고당1스푼', '다진마늘1스푼', '깨취향껏', '식용유적당량']}",소세지,240,g,양파,1/2,개,케첩,2,스푼,굴소스,1,스푼,고추장,1,스푼,올리고당,1,스푼,다진마늘,1,스푼,깨취향껏,,,식용유적당량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초간단 반찬 비엔나소시지볶음,"{'재료': ['비엔나소시지360g', '양파1/4개', '파프리카1/5개'], '양념 재료': ['간장1/2T', '케첩1T', '올리고당1/2T', '다진만르1스푼']}",비엔나소시지,360,g,양파,1/4,개,파프리카,1/5,개,간장,1/2,T,케첩,1,T,올리고당,1/2,T,다진만르,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애호박 채볶음 간단한 반찬,"{'재료': ['애호박1개', '양파1/2개', '홍고추1개', '들기름2큰술', '다진마늘1큰술', '국간장1.3큰술']}",애호박,1,개,양파,1/2,개,홍고추,1,개,들기름,2,큰술,다진마늘,1,큰술,국간장,1.3,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소고기 고추장볶음- 수미네반찬 4회,"{'재료': ['다진소고기200g', '다진생강1/2큰술', '다진마늘1.5큰술', '잘게썬청양고추1개', '꿀1/2큰술', '후추조금', '물5큰술', '고추장2국자', '다진생강1큰술', '다진마늘1.5큰술', '참기름1/2작은술', '통깨1큰술']}",다진소고기,200,g,다진생강,1/2,큰술,다진마늘,1.5,큰술,잘게썬청양고추,1,개,꿀,1/2,큰술,후추조금,,,물,5,큰술,고추장,2,국자,다진생강,1,큰술,다진마늘,1.5,큰술,참기름,1/2,작은술,통깨,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,
느타리버섯볶음~! 만들어보쟝ㅋ,"{'재료': ['느타리버섯300g', '양파1개', '당근1/2개', '대파1/2개'], '양념': ['들기름2T', '올리브유2T', '다진마늘2T', '굴소스1T', '간장2T', '깨소금1T']}",느타리버섯,300,g,양파,1,개,당근,1/2,개,대파,1/2,개,들기름,2,T,올리브유,2,T,다진마늘,2,T,굴소스,1,T,간장,2,T,깨소금,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
♣초간단♣ 가지볶음,"{'재료': ['가지2개', '양파작은것1개', '청양고추2개'], '양념': ['간장1.5큰술', '굴소스1큰술', '올리고당1큰술', '다진마늘1큰술', '참기름0.5큰술', '깨소금0.5큰술', '포도씨유1.5큰술']}",가지,2,개,양파작은것,1,개,청양고추,2,개,간장,1.5,큰술,굴소스,1,큰술,올리고당,1,큰술,다진마늘,1,큰술,참기름,0.5,큰술,깨소금,0.5,큰술,포도씨유,1.5,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국민 밑반찬 고추장멸치볶음으로 며칠간 든든하게,"{'주재료': ['멸치(내장제거)2~3주먹'], '양념소소재료': ['고추장2숟가락', '올리고당2~3숟가락', '마늘1/2숟가락', '매실청1/2숟가락', '참기름주르륵', '참깨솔솔~~']}",멸치(내장제거),2~3,주먹,고추장,2,숟가락,올리고당,2~3,숟가락,마늘,1/2,숟가락,매실청,1/2,숟가락,참기름주르륵,,,참깨솔솔,~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부드러운 맛이 매력인 무나물,"{'재료': ['무1/4개', '들기름1T', '물약1/3컵', '쪽파1T', '굵은소금1꼬집']}",무,1/4,개,들기름,1,T,물약,1/3,컵,쪽파,1,T,굵은소금,1,꼬집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애호박 볶음~*,"{'재료': ['애호박1/2개', '양파1/2개', '홍고추1개', '청량초2개'], '양념': ['소금', '다진마늘1', '액젓1티스푼', '통깨솔솔', '카놀라유']}",애호박,1/2,개,양파,1/2,개,홍고추,1,개,청량초,2,개,소금,,,다진마늘,1,,액젓,1,티스푼,통깨솔솔,,,카놀라유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어묵볶음,"{'재료': ['사각어묵200g', '양파1/4개', '대파1/2뿌리', '당근3cm', '물50ml'], '양념': ['간장2큰술', '설탕1큰술', '깨1작은술', '다진마늘1작은술', '참기름1작은술', '후추1꼬집']}",사각어묵,200,g,양파,1/4,개,대파,1/2,뿌리,당근,3,cm,물,50,ml,간장,2,큰술,설탕,1,큰술,깨,1,작은술,다진마늘,1,작은술,참기름,1,작은술,후추,1,꼬집,,,,,,,,,,,,,,,,,,,,,,,,,,,
간장오뎅볶음 만들기 짜지 않은 아이반찬으로 굿,"{'재료': ['어묵400g'], '양념': ['기름2스푼', '간장1.5스푼', '물1스푼', '다진마늘1스푼', '꿀1~2스푼']}",어묵,400,g,기름,2,스푼,간장,1.5,스푼,물,1,스푼,다진마늘,1,스푼,꿀,1~2,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어묵간장볶음,"{'재료': ['어묵1봉지', '당근1/2개', '양파1개', '식용유약간', '물'], '양념': ['간장2큰술', '맛술1큰술', '올리고당(or꿀)2큰술', '통깨1/2큰술']}",어묵,1,봉지,당근,1/2,개,양파,1,개,식용유약간,,,물,,,간장,2,큰술,맛술,1,큰술,올리고당,,,통깨,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백종원 마늘쫑건새우볶음 만드는법 남편아이도시락 밑반찬 마른새우요리,"{'재료': ['마늘쫑1/2단', '건새우1주먹', '통깨약간', '간장1T', '올리고당1T']}",마늘쫑,1/2,단,건새우,1,주먹,통깨약간,,,간장,1,T,올리고당,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매콤한 어묵볶음,"{'재료': ['어묵200g', '양파(어묵부피와비슷하게)', '대파(어묵부피와비슷하게)', '당근(어묵부피의반정도)'], '양념': ['마늘1T', '진간장3T', '설탕1T', '고춧가루1T', '식용유3T', '참기름2T']}",어묵,200,g,양파(어묵부피와비슷하게),,,대파(어묵부피와비슷하게),,,당근(어묵부피의반정도),,,마늘,1,T,진간장,3,T,설탕,1,T,고춧가루,1,T,식용유,3,T,참기름,2,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼬들꼬들 씹히는 맛이 좋은 다시마채 볶음,"{'재료': ['다시마채천원분량', '캔참치(小)1개', '다진마늘1큰술', '식용유1~2큰술'], '양념': ['설탕1큰술', '간장3~4큰술', '올리고당2큰술', '참기름1큰술', '깨소금약간']}",다시마채천원분량,,,캔참치,,,다진마늘,1,큰술,식용유,1~2,큰술,설탕,1,큰술,간장,3~4,큰술,올리고당,2,큰술,참기름,1,큰술,깨소금약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
":: 간장멸치볶음 :: 아이들반찬으로도, 밑반찬으로도 너무좋은 멸치볶음 !",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수미네반찬 감자채볶음 만드는법 스팸넣어 누구나 맛보장~,"{'재료': ['감자2개', '양파1개', '스팸1통', '청양고추2개', '소금2꼬집', '통깨약간', '참기름1큰술']}",감자,2,개,양파,1,개,스팸,1,통,청양고추,2,개,소금,2,꼬집,통깨약간,,,참기름,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여름반찬으로 감자채볶음 딱 좋아!,"{'재료': ['감자4개(450g)', '양파1/2개', '당근1토막', '소금1/2수저', '설탕1/3수저', '후추톡톡톡', '오일2수저']}",감자,4,개,양파,1/2,개,당근,1,토막,소금,1/2,수저,설탕,1/3,수저,후추톡톡톡,,,오일,2,수저,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매콤 달콤 짭조롬한 잔멸치볶음,"{'재료': ['잔멸치1종이컵', '청량고추2개'], '양념': ['간장1T', '올리고당1T', '설탕1T', '참기름1T', '깨1/2T']}",잔멸치,1,종이컵,청량고추,2,개,간장,1,T,올리고당,1,T,설탕,1,T,참기름,1,T,깨,1/2,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애호박볶음 스피드하게 만드는 간단한 반찬,"{'재료': ['애호박1/2개', '양파1/4개', '대파(송송썬것)'], '양념': ['식용류1T', '들기름1T', '다진마늘1t', '새우젓1t', '참기름1T']}",애호박,1/2,개,양파,1/4,개,대파(송송썬것),,,식용류,1,T,들기름,1,T,다진마늘,1,t,새우젓,1,t,참기름,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
햄프씨드와 마늘이 들어간 <고추장 멸치볶음>,"{'재료': ['멸치(멸치볶음)300g', '마늘슬라이스1줌', '포도씨유또는카놀라유1T', '고추장3T', '진간장3T', '맛술1T', '설탕1T', '물엿1T', '올리고당2T', '참깨1T', '햄프씨드1T']}",멸치(멸치볶음),300,g,마늘슬라이스,1,줌,포도씨유또는카놀라유,1,T,고추장,3,T,진간장,3,T,맛술,1,T,설탕,1,T,물엿,1,T,올리고당,2,T,참깨,1,T,햄프씨드,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
#매콤한 중국풍의 미역줄기볶음만들기 #매운고추와 고춧기름으로 볶아낸 중국냄새 물씬 풍기는 미역줄기볶음~~~ 안주로도,"{'재료': ['미역줄기280g', '다진마늘1큰술', '고춧기름3바퀴', '생강가루1작은술', '대파1뿌리', '쥐똥고추3개', '간장1큰술', '청주1큰술', '소금1큰술', '설탕조금', '참기름1바퀴', '통깨조금']}",미역줄기,280,g,다진마늘,1,큰술,고춧기름,3,바퀴,생강가루,1,작은술,대파,1,뿌리,쥐똥고추,3,개,간장,1,큰술,청주,1,큰술,소금,1,큰술,설탕조금,,,참기름,1,바퀴,통깨조금,,,,,,,,,,,,,,,,,,,,,,,,,,
황태포 볶음~*,"{'재료': ['황태포100g', '청량초2개'], '양념': ['간장1큰술', '굴소스1/2큰술', '물(소주컵)1/2컵', '들기름3큰술', '다진마늘1/2큰술', '고춧가루1/2큰술']}",황태포,100,g,청량초,2,개,간장,1,큰술,굴소스,1/2,큰술,물(소주컵),1/2,컵,들기름,3,큰술,다진마늘,1/2,큰술,고춧가루,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
버섯파프리카볶음 굴소스로 쉽게~,"{'재료': ['파프리카', '당근', '느타리버섯', '양파', '부추'], '양념': ['', '굴소스', '깨']}",파프리카,,,당근,,,느타리버섯,,,양파,,,부추,,,굴소스,,,깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"고추장 멸치볶음 만들기, 밥반찬으로 최고~","{'재료': ['중멸치3줌', '식용유2스푼', '고추장1.5스푼', '올리고당2스푼', '간장1스푼', '물2스푼', '맛술1스푼', '다진마늘1스푼', '깨1스푼', '참기름1스푼']}",중멸치,3,줌,식용유,2,스푼,고추장,1.5,스푼,올리고당,2,스푼,간장,1,스푼,물,2,스푼,맛술,1,스푼,다진마늘,1,스푼,깨,1,스푼,참기름,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청경채 굴소스볶음,"{'재료': ['청경채', '다진마늘', '파프리카', '깨약간'], '양념': ['굴소스', '참기름']}",청경채,,,다진마늘,,,파프리카,,,깨약간,,,굴소스,,,참기름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(밑반찬) 초간단 어묵볶음 부드럽고 맛있게 만드는 법 간장 어묵볶음,"{'재료': ['어묵3장', '고추4개', '진간장3밥숟가락', '당근적당량', '설탕1밥숟가락', '물4밥숟가락', '다진마늘1/2밥숟가락']}",어묵,3,장,고추,4,개,진간장,3,밥숟가락,당근적당량,,,설탕,1,밥숟가락,물,4,밥숟가락,다진마늘,1/2,밥숟가락,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감자채 스팸 볶음 레시피,"{'재료': ['감자4개', '당근1/4개', '스팸340g'], '양념': ['식용유약간', '굵은소금1T', '설탕1T']}",감자,4,개,당근,1/4,개,스팸,340,g,식용유약간,,,굵은소금,1,T,설탕,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새우젓 애호박볶음,"{'재료': ['애호박1개', '양파적당량', '청양초1개'], '양념': ['새우젓1/2큰술', '참치액1/2큰술', '다진마늘1/2큰술', '깨소금1/2큰술', '카놀라유']}",애호박,1,개,양파적당량,,,청양초,1,개,새우젓,1/2,큰술,참치액,1/2,큰술,다진마늘,1/2,큰술,깨소금,1/2,큰술,카놀라유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
멸치볶음 황금레시피 우리집 인기메뉴♡,"{'재료': ['멸치2줌반'], '양념': ['올리브유약간', '간장1큰술', '맛술1큰술', '올리고당3큰술', '설탕1작은술', '참기름1큰술', '통깨약간']}",멸치,2,줌반,올리브유약간,,,간장,1,큰술,맛술,1,큰술,올리고당,3,큰술,설탕,1,작은술,참기름,1,큰술,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우리집 인기 어묵 반찬요리_간장어묵볶음,"{'재료': ['어묵140g', '당근35g', '양파40g', '대파15g', '청양고추1개', '식용유1T'], '양념': ['진간장2T', '올리고당1.5T', '참기름1T', '통깨1/3T']}",어묵,140,g,당근,35,g,양파,40,g,대파,15,g,청양고추,1,개,식용유,1,T,진간장,2,T,올리고당,1.5,T,참기름,1,T,통깨,1/3,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어묵숙주볶음,"{'재료': ['어묵4장', '숙주2그릇(라면용기)', '대파', '통깨양념'], '양념': ['고춧가루2', '다진마늘1', '간장3', '올리고당1', '참기름1']}",어묵,4,장,숙주,2,그릇,대파,,,통깨양념,,,고춧가루,2,,다진마늘,1,,간장,3,,올리고당,1,,참기름,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
느타리버섯볶음,"{'재료': ['느타리버섯1팩', '대파1줌'], '양념': ['간장2.5T', '맛술1T', '설탕1~2T', '다진마늘1t']}",느타리버섯,1,팩,대파,1,줌,간장,2.5,T,맛술,1,T,설탕,1~2,T,다진마늘,1,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5분 반찬] 초간단 애호박새우젓볶음 : 누구나 좋아하는 감칠맛~,"{'재료': ['애호박1개', '양파1/2개', '다진마늘1티스푼', '식용유2숟갈', '국간장1티스푼', '새우젓1/2숟갈']}",애호박,1,개,양파,1/2,개,다진마늘,1,티스푼,식용유,2,숟갈,국간장,1,티스푼,새우젓,1/2,숟갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매력적인 콜라비볶음 만들어 보세요.,"{'재료': ['콜라비350g', '소금2꼬집', '대파1/2대', '참기름2Ts', '간장1Ts', '후춧가루2꼬집']}",콜라비,350,g,소금,2,꼬집,대파,1/2,대,참기름,2,Ts,간장,1,Ts,후춧가루,2,꼬집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밑반찬으로 강추 견과류 멸치볶음 실치볶음 해봐요!,"{'재료': ['실치300g', '견과류300g', '간장3~4큰술', '물엿3큰술', '올리고당3큰술', '식용유3큰술', '다진마늘5알', '참기름1큰술', '깨소금1큰술']}",실치,300,g,견과류,300,g,간장,3~4,큰술,물엿,3,큰술,올리고당,3,큰술,식용유,3,큰술,다진마늘,5,알,참기름,1,큰술,깨소금,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김치햄볶음 주말아침메뉴로 뚝딱!!,"{'재료': ['김치', '햄', '들기름', '설탕', '고추장', '올리고당']}",김치,,,햄,,,들기름,,,설탕,,,고추장,,,올리고당,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매콤어묵볶음 (국민반찬이쥐~~),"{'재료': ['어묵1키로', '양파1컵', '당근1컵', '부추1컵'], '양념': ['간장3숟가락', '굴소스3숟가락', '물엿3숟가락', '고운고추가루2숟가락', '굵은고추가루2숟가락', '마늘2숟가락']}",어묵,1,키로,양파,1,컵,당근,1,컵,부추,1,컵,간장,3,숟가락,굴소스,3,숟가락,물엿,3,숟가락,고운고추가루,2,숟가락,굵은고추가루,2,숟가락,마늘,2,숟가락,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과자같이 바삭한 멸치볶음,"{'재료': ['볶음멸치2-3줌', '들기름약간', '설탕1스푼', '올리고당1~두스푼', '볶음깨약간']}",볶음멸치,2-3,줌,들기름약간,,,설탕,1,스푼,올리고당,1~,두스푼,볶음깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
건새우 볶음 # 마른새우 # 밑반찬,"{'재료': ['건새우2컵', '호두1줌'], '양념': ['설탕1.5T', '간장3T', '물1T', '꿀1.5T']}",건새우,2,컵,호두,1,줌,설탕,1.5,T,간장,3,T,물,1,T,꿀,1.5,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김치참치볶음 만들기 너무 쉽지?,"{'재료': ['참치1캔', '김치1그릇', '설탕1.5스푼', '참기름1스푼', '통깨', '대파']}",참치,1,캔,김치,1,그릇,설탕,1.5,스푼,참기름,1,스푼,통깨,,,대파,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부서지지 않는 감자볶음(기본에 충실한 밑반찬),"{'재료': ['감자중간크기2개', '빨간파프리카1/4개', '청고추2개', '진간장1/2큰술', '소금2꼬집', '후춧가루톡톡', '포도씨유1큰술', '물2큰술']}",감자중간크기,2,개,빨간파프리카,1/4,개,청고추,2,개,진간장,1/2,큰술,소금,2,꼬집,후춧가루톡톡,,,포도씨유,1,큰술,물,2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부드러운 진미채 맛있게 만들기,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새송이 버섯 어묵 볶음,"{'재료': ['어묵2개', '새송이버섯1개', '쪽파4줄기', '양파1/5개', '식용유약간'], '양념': ['고추가루1/2큰술'], '소스': ['다진마늘1작은술', '마요네즈2작은술', '간장2작은술', '맛술1큰술', '참치액1작은술', '매실청2작은술']}",어묵,2,개,새송이버섯,1,개,쪽파,4,줄기,양파,1/5,개,식용유약간,,,고추가루,1/2,큰술,다진마늘,1,작은술,마요네즈,2,작은술,간장,2,작은술,맛술,1,큰술,참치액,1,작은술,매실청,2,작은술,,,,,,,,,,,,,,,,,,,,,,,,
담백한 새우브로콜리볶음,"{'재료': ['새우13마리', '작은송이로손질한브로콜리100g', '적양파(작)1/2개'], '양념': ['다진홍고추1/2개', '다진마늘1작은술', '오일1작은술', '소금약간', '후추가루약간']}",새우,13,마리,작은송이로손질한브로콜리,100,g,적양파(작),1/2,개,다진홍고추,1/2,개,다진마늘,1,작은술,오일,1,작은술,소금약간,,,후추가루약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[반찬] 아이가 좋아하는 마른 새우볶음 만들기~! 손이 자꾸 가는 밥도둑 레시피,"{'재료': ['마른새우3컵', '해바라기씨1줌'], '양념': ['청주1수저', '맛간장2수저', '물3수저', '올리고당3수저', '깨소금약간']}",마른새우,3,컵,해바라기씨,1,줌,청주,1,수저,맛간장,2,수저,물,3,수저,올리고당,3,수저,깨소금약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"참치캔 요리, 참치고추장볶음 입맛없을때 최고!","{'재료': ['참치캔(59g)4캔', '청양고추4~6개', '고추장3큰술']}",참치캔,,,청양고추,4~6,개,고추장,3,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소세지야채볶음 소스는 간단하게~,"{'재료': ['비엔나소세지90g', '미니빨강파프리카1개', '미니노랑파프리카1개', '피망1/2개', '양파1/4개', '간마늘1T', '대파', '고추장1T', '케첩3T', '올리고당2T', '후추', '통깨', '기름']}",비엔나소세지,90,g,미니빨강파프리카,1,개,미니노랑파프리카,1,개,피망,1/2,개,양파,1/4,개,간마늘,1,T,대파,,,고추장,1,T,케첩,3,T,올리고당,2,T,후추,,,통깨,,,기름,,,,,,,,,,,,,,,,,,,,,,,
